userName,review,rating,date,Source
xbjzkzjx,"Jgnkan milih tanggal, milih daerah aja ga muncul",1,2021-07-02 05:44:44,App Store
aprisalhanafi,"Saya sangat mendukung proses digitalisasi seperti ini, namun yg namanya kekurangan itu pasti ada. dengan contoh, ketika saya memilih suatu opsi, opsi selanjutnya akan muncul 5-30 detik setelahnya. sehingga mengurangi tingkat efektivitas dari pemakaian aplikasi ini. lalu juga ketika saya lanjut ke menu selanjutnya, informasi yang tertera juga terkadang menunjukan n/a dan harus direfresh beberapa kali untuk memperbaikinya. dengan catatan, hal tersebut saya coba dengan menggunakan jaringan yg lancar. mungkin itu saja, saya harap kedepannya bisa diimprove lagi👍🏻",2,2021-07-02 05:36:59,App Store
fadils1231,"Mau milih lokasi vaksin ngga dapet-dapet karena selalu tidak tersedia, useless 😅😅",1,2021-06-30 04:59:24,App Store
Fidria,Untuk area Jakarta Selatan tidak ada pilihan Kecamatan Pancoran,2,2021-06-17 23:57:57,App Store
meetpartner,"App sangat tdk membantu , mau daftar vaksin semua jawaban tidak tersedia , buat apa disediakan App ini , mencoba semua kelurahan di jakbar dan jakpus semua jawaban sama tdk tersedia 👎",1,2021-06-29 03:50:08,App Store
Ninda A,Saran - Tambah tombol buat share jadi bisa berbagi informasi ke platform lain supaya traffic pengguna naik,5,2021-06-29 03:07:05,App Store
HendiSkom,Pakai aplikasi ini buat daftar vaksinasi. ternyata sangat mudah,5,2021-06-29 02:00:10,App Store
siau ve,"Jaki tidak update lokasi, waktu dan tempat vaksin. 
Kosong jdwl nya",1,2021-06-26 08:46:44,App Store
daridary,Yang bintang 1 kumpulan domba-domba cabul yang IQnya jongkok 🎅🏿,5,2021-06-24 07:02:38,App Store
Echi3,"Heran kalo ada yg kasih bintang 5. Featuresnya loading ga kelar2. 

Handphone 8plus",1,2021-06-23 18:03:26,App Store
azizfajrin,"Tidak dapat mengisi Kota/Kecamatan/Kelurahan. Dropdown menu pilihan tidak keluar.

Iphone 11",2,2021-06-17 14:46:45,App Store
gkxsv,"I think you need at the least ios 14 to be able to use this app at ease. Smooth and almost zero latency, which is unusual for our government-sponsored website. Good job team!",5,2021-06-17 11:06:02,App Store
RizalZidane,kalo bisa terapkan aplikasi ini di seluruh indonesia agar aspirasi rakyat terdengar,5,2021-04-30 10:37:44,App Store
Lnvn,"Mungkin yg review bintang 5 harus nyoba kali yg bener fungsi2nya 

Semua menu termasuk pendaftaran vaksin hang , cuma minta NIK sama nama terus kelar ?? Daftarnya dimana ya ?? , tolong di perbaiki.

Menggunakan Iphone XR",1,2021-06-15 02:34:41,App Store
Nakalnakal,"Sudah daftar email, tidak terima email aktivasi. Lalu pilih menu Dapatkan bantuan untuk Reset password, tetap tidak dapat emailnya juga 😅",1,2021-05-17 10:03:12,App Store
Orizsadiva,"Silakan cek email untuk aktivasi. Tak ada email. 
NIHIL NIHIL NIHIL
OMDONYA JUARA",1,2021-05-05 11:38:21,App Store
qronoz,Buat yang tinggal sama beraktivitas di Jakarta wajib banget punya app ini. Mantap banget sistem pelaporannya 👍,5,2021-04-27 04:25:12,App Store
aps2908,kamera selalu error kalau bisa pun setelah di ketik tulisannya error tidak bisa di post kalau memang untuk pengaduan seluruh rakyat harusnya kualitas dipertahankan.kalau begini hanya awal nya aja keren tp pemakaian nya gak bisa,1,2021-04-21 01:10:13,App Store
123..45..67,"Ga bisa download sppt pbb, dibilang NIK salah, udah di cek ulang2 NIK ga salah input, tetep ga bisa..mau bayar pajak aja disusahin, gitu ga dibayar diuber2 kaya punya utang, udah kl blom mampu ga usah pake2 cara online begini, balik aja kaya dulu pake sppt manual ada fisiknya dibagikan ke warga. Gampang ga pake ribet.",1,2021-04-16 13:55:03,App Store
Suryono888,Abis di update ga bisa lapor!!,3,2021-04-04 03:04:30,App Store
iramobilecom,Saran buat developer.. tambahkan jadwal shalat.. terimakasih tim pemprov dki,4,2020-10-25 07:37:54,App Store
rirenur30,Aplikasi cepat tanggap. Semoga pelayanan nya makin ditingkatkan,5,2021-03-10 19:04:39,App Store
Aserehehehe,Jaki keren. Tinggal tambahin rute moda transportasi dijakarta sama digipay buat bayar busway/ kereta,5,2021-02-20 14:20:40,App Store
rezanaipospos,"Ide nya ud bgus, tp fiturnya parah amat. Cuma ngedirect ke website” pemerintah. 
Ud gtu ngebugs jg. Alangkah baiknya semua fitur tetap di aplikasi jaki saja. Ini kyk aplikasi asal jadi
Btw saya bkn org jakarta tp peduli utk kemajuan ibu kota indonesia",1,2021-01-24 12:00:45,App Store
Farhan Huda,"Gajelas, waktu JakCLM disuruh isi nama tempat aktivitas dan aku udah isi tetep gabisa",1,2020-12-29 13:22:08,App Store
Haripan,"Tidak ada JAKI CLM ni, saya sudah cari2 sampai ke lubang terkecil.
Gmna sih???",1,2020-12-17 08:48:42,App Store
farhanfahrezi,Informatif dan sangat membantu,5,2020-11-20 11:09:06,App Store
Ray Aditya Iswara,Maaf gatel liatnya. Tapi bagus appnya 👌,5,2020-11-19 15:32:02,App Store
Adityamaxone,"Maju terus milenial Jakarta, terus perbaiki dan memperbaiki Jakarta berikan kontribusj terbaik mu... jadikan kritikan sebagai lawan diskusi...",5,2020-11-05 08:25:27,App Store
detridetrock,Sangat membantu sekali,5,2020-07-27 05:14:50,App Store
ghaici,Udh download berharap dapat informasi yg akurat krn langsung dibawah pemprov dki jakarta tp mau lihat info banjir aja gak tersedia :),1,2020-09-21 20:47:51,App Store
Mia220706,Saya tes..dinyatakan aman..tapi hasil tesnya ga kesimpen..trus ilang gitu aja??padahal saya jadi ga bisa tes lagi... 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️gimana ini??,1,2020-08-18 15:51:17,App Store
Rifky Alfandi,"Saya kebetulan mengisi CLM. Setelah selesai, saya ingin download hasilnya. Tapi appnya langsung down dan hasilnya tidak ada. Mau saya test lagi tidak bisa...!!!",1,2020-08-14 14:31:07,App Store
bambang budianto,aplikasi hanya u 1org wkwkwwkkk aneh,1,2020-08-10 13:44:48,App Store
Tifaraemeline,mending kuotanya buat ngeyoutube aja jangan di download gaes,1,2020-08-10 10:18:28,App Store
fachzik,"Min kok RT saya di data gk dicantumin yaa ? Tolong dong ini buat data sekolah masa RT dari 1 - 8 , 6 nya gk ada 5 loncat ke 7 gmn sih :(",1,2020-08-07 08:57:34,App Store
homina2,Ini aplikasi gimana dah masa rt rwnya gaaa nomornya sue emang,1,2020-07-31 17:25:51,App Store
awidon,"Very usefull! Aplikasi ini punya banyak fitur dari bisa liat harga pangan terkini sampai bisa lapor aduan kondisi lingkungan sekitar, semoga ke depannya bisa lebih berkembang💪🏼oiya baru aja tes CLM dan alhamdulillah hasil Level 1🙏🏻😇",5,2020-07-26 14:12:11,App Store
majid0838,Pembodohan generasi jaman NOW. Sekolah ajj harus beli aplikasi ini dan itu (wajib).,1,2020-07-23 15:28:05,App Store
June.Id,Ga ada email aktivasi nie ? Apa ada jam operasional nya ?,3,2020-07-22 18:03:40,App Store
yes i love chenle,"appnya berguna! sangat membantu ditengah pandemi begini,terima kasih!",5,2020-07-23 12:27:58,App Store
binardiiiii,"Hasil beda2 
Hasil yang resiko tinggi sama yang ga ada resiko sama sekali sama2 resiko rendah
Ngerasa dirugiin banget kalo sampe ga bisa atau ijin ditolak bandara
bahagia akutu ketika orang usia resiko tinggi lebih aman pergi drpd usia produktif pdhl isian sama
Padahal 5 bulan jd kaum rebahan yg ga kemana2. Pak anies tolong dong 😭😭",1,2020-07-23 08:57:02,App Store
Hati2 di IQ option,"Bos respon nya lama amat ya, udah reset pass ga di email2 -_-",1,2020-07-23 04:52:14,App Store
Eki',"Pada tes CLM saya pilih pilihan “tidak” aplikasi tidak respon, tetapi jika saya pilih “Ya” baru mau respon, maksudnya gimana sih ini?",1,2020-07-23 03:05:33,App Store
belasapira,"Saya sudah 2x mendaftar akun baru dengan 2 email tp tidak mendapatkan email untuk ativasi akun, bagaimana ini?",2,2020-07-22 22:27:51,App Store
hamdi sir,"Ternyata 1 apps dengan berbagai manfaat sangat membantu. Let’s your taste!!! Trust me, you'll never get any wonderful experience like this from anywhere else 😀",4,2020-07-17 04:52:45,App Store
Tussiam,"Bad gate away.. saat mengisi Form untuk jakCLM selalu muncul spt ini, mohon untuk tim developer dan Pemda DKI utk diperbaiki.. Thanks",1,2020-07-22 15:23:12,App Store
Anzrzky,Mau daftar aja susah.. loading lama.. email sudah digunakan.. jelas2 pake email baru..,1,2020-07-22 13:41:50,App Store
marikarb,"Aplikasinya ga running, udah pake paket data, pake wifi, sama aja ga kebuka 👎🏻

Udah pake hp lain juga sama ga kebuka juga",1,2020-07-22 12:07:00,App Store
Raisha Afiqah,"Jika aplikasi ini mudah dalam penggunaan dan terdapat banyak manfaat untuk belajar, maka silahkan belajar menggunakan aplikasi ini",5,2020-07-21 13:25:04,App Store
FANGKIL,"Tolong yg kasih bintang 5 
Bagi tipsnya agar bisa memperoleh nilai yang recomended keluar masuk jakarta 
Di tunggu",1,2020-07-19 06:43:55,App Store
maufal imtiyaz,Akwkwk masa masuk kategori 1  guaa kaga ngapai ngapain,1,2020-07-19 06:42:16,App Store
emi afrida,Good app,5,2020-07-19 06:41:02,App Store
rizkanurfajri,This app is a useful app and I done my self assessment for COVID-19 through JakCLM. It’s free and easy to use.,5,2020-07-19 04:04:42,App Store
LapisLegit666,very useful application for me who do activities in Jakarta,5,2020-07-18 13:59:45,App Store
don.don77,"aplikasi yang lebih bagus dari Qlue! mantap bapak gubernur Anied Baswedan, ketika dijalankan performance aplikasi luar biasa, tidak hang seperti Qlue!, ketika membuat laporan divalidasi sistem (very smart) sehingga tidak ada kecurangan dalam pelaporan.",5,2020-07-18 03:49:24,App Store
terserah lau bos,"udah hampir 4 bulan ga keluar rumah, tidak bertemu dengan orang, tidak berkontak fisik tetap aja tidak aman untuk berpergian. apa hanya untuk sekedar memainin masyarakat aja dengan cara begini",1,2020-07-17 07:25:06,App Store
prawirosy,Sangat berguna sekali infonya untuk saya yg tinggal di jakarta,5,2020-07-17 05:01:07,App Store
Warga Jakarta,"JAKI Keren, cuma dengan 1 genggaman jadj berasa deket sama pak gubernur. Aplikasi ini punya banyak fitur dari bisa liat harga pangan terkini sampai bisa lapor aduan, semoga ke depannya bisa lebih berkembang. oiya baru aja saya tes CLM dan alhamdulillah hasil aman (Level 1). Meskipun dr kemarin pergi ke kantor dan keluar rumah untuk membeli bahan makanan (dengan mengikuti protokol covid-19). tetapi karena wilayah tempat tinggal bukan zona merah, dan selama ini ga pernah kontak dgn odp&pdp. JakCLM ngabantu banget jujur masih takut untuk pergi ke rumah sakit. Tp dengan adanya JakCLM sangat ngebantu dan tentunya GRATIS! Terima kasih Pemprov DKI Jakarta.",5,2020-07-17 04:59:28,App Store
Malbuka43,"hasil jakclm susah di download. tiba2 hilang dan gak bisa ditrace. harus email lagi, untungnya respon email ga sampai sehari. tapi lumayan memakan waktu kalo butuh cepet.",3,2020-07-16 10:59:40,App Store
Rahma Anggits,Kemarin cobain fitur CLM bener2 membantu banget gatau lagi. Screeningnya gampang di mengerti pertayannya dan karna emang gak kemana2 jadi hasilnya aman. Nanti coba lagi ah katanya bisa seminggu sekali.,5,2020-07-17 01:38:39,App Store
NPR04,Hasil test CLM bisa didownload dibagian mana ya?,3,2020-07-06 06:56:42,App Store
dzk360,"Kenapa hasilnya tidak bisa disave ya? Di cari2 d riwayat pengisian data juga tidam ada menunya..
Jika ingin ikut tes lagi harus seminggu kemudian..
Adakah solusi?
Terimakasih",2,2020-07-16 07:26:31,App Store
ferzeno,"hasil tes uda ada, tp tidak bisa di save. keluar layar putih aja. ada pilihan “kembali” malah bener2 kembali ke halaman awal, bukan ke hasil tes. alamat email uda diisi, hasil tes jg ga dikirim ke sana. mau tes ulang, bisa tes lagi 1 minggu kemudian.",1,2020-07-16 06:02:30,App Store
doniandr0522,ga jelas hasilnya masa ga pernah bepergian dan ga kontak hasil tidak aman lol,1,2020-07-16 04:56:55,App Store
tw0_f4c3,"Jelas pemerintah DKI Jakarta tidak memakai SDM yang berkualitas untuk membuat program ini. Dananya hanya digunakan untuk hal2 yang tidak penting seperti balap formula. Aplikasi ini sering sekali error, hasil nya tidak jelas, tidak bisa di save dan sering hilang sendiri 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼",1,2020-07-16 03:20:36,App Store
Ex SIKM,"Gimana ini aplikasi ya, orang saya gak kenapa kenapa baik eh pas lihat hasilnya jelek dan tidak boleh keluar kota jakarta ckckck tolong benerin dulu ya tim dev nya",1,2020-07-15 22:48:03,App Store
gassa68,"Gak jelas nih ya! Saya gak pernah berpergian keluar, saya gak pernah kontak dengan baik ODP, PDP, atau OTG dll. Saya juga gak sakit, tidak ada gejala sakit sama sekali, suhu badan 36 C, ikut test malah tidak aman. Aneh!",1,2020-07-15 17:26:08,App Store
dodolsiah,"Aplikasi ribet, harus baca panduan dari source lain untuk memulai pengisian dan hasilnya jika dari awal tidak kita screenshoot akan hilang dan harus coba lagi 1 minggu kemudian. OMG, yang mau tes CML harus cerdas ya.",1,2020-07-15 10:24:48,App Store
kecewa boss,"Itu bintang 5 suruhan semua ?
Saya ada keperluan penting ke jkt semua sudah saya isi jujur saya sehat maka saya isi memang sehat dan tidak ada pernah bercengraman atau bertemu pdp/odp saya juga klo ke mall diperiksa suhu sudah saya isi , kok hasil tidak aman berpergian ? 36% lg , bagaimana yg memiliki gejala ? Terus mau test ulang 1 minggu ? Kacau berat ini",1,2020-07-15 04:45:50,App Store
Azizpermana,"Ini developer aplikasi nya orang-orang goblok ya? Hasil tes gak bisa diakses, tapi cuma bisa 1x seminggu tesnya, sementara saya butuh cepat. Hasil tes tidak AMAN, padahal saya tidak ada sakit apapun, tidak berpergian kemanapun, usia produktif, suhu tubuh normal 34C.",1,2020-07-14 13:21:00,App Store
Cr34t3,"Sy memang parno dgn covid19, sy bekerja di instansi di jkt. Sy mengisi sesuai dgn kegiataan sy, WFH. Tidak bepergian, tdk mendekati yg terpapar virus, PDP maupun ODP. Rapid test dinyatakan non reactive, Suhu normal dibawah 37, malah dinyatakan “tidak aman” dgn skor 37%, klo tau begini ngapain sy 4 bulan berjalan WFH?",2,2020-07-14 03:09:58,App Store
thaxmartha,"Hasil tes JakCLM tidak bisa diunduh, hanya keluar blank. Lalu mau kembali ke halaman sebelumnya juga tidak bisa. Padahal tes cuma bisa sekali dalam seminggu. Ternyata bukan cuma saya yang punya masalah ini. Mengecewakan, bikin report pengguna.",1,2020-07-10 06:51:01,App Store
eldrmwn,"Hasil tesnya kok ngga tersimpan ya? Saya blm sempet download hasilnya. Gimana cara akses hasil tesnya ya? Soalnya baru bisa tes lagi kalo udah lewat seminggu kan?
Mohon dibantu",4,2020-07-09 13:11:11,App Store
elturti,Meskipun tindaklanjut oleh petugas typically indonesia banget cuma yang penting bisa lapor lah hahaha,4,2020-07-08 23:04:13,App Store
D4l3 l40h,Mau urus SIKM jadi susah,1,2020-06-28 22:58:18,App Store
Nzhatian,Aplikasi force close,1,2020-06-25 15:07:24,App Store
Tri Emil Alim,"Aplikasi force close saat mengakses beranda. Jadi harus buru2 ganti tab lain seperti notifikasi, tapi abis itu juga kalo tap beranda langsung force close lagi.",1,2020-06-18 13:37:03,App Store
idrauzal,Baru di download mau dibuka selalu force close,1,2020-06-14 14:38:25,App Store
Common Citizen 1o1,Inovasi untuk Jakarta yg lebih baik.,5,2020-06-11 08:53:22,App Store
bdkzzz,Aplikasinya bagus buat informasi dan edukasi. tapi kalo di beranda sering force close. mohon di perbaiki karena sedikit mengganggu. thanksss,5,2020-06-09 14:31:15,App Store
Della Nis94,Waktu blm di upgrade ataupun udah upgrage sama aja..mau daftar ke antrian faskes gangguan terus. Udah berhari-hari ga bnr jg. Tolong diperbaiki kerjanya!,1,2022-05-19 07:37:27,Google Play Store
Jakarta Review,"Kirim kode verifikasi email gak masuk2 sampe saat ini gak ada email nya , aplikasi pemerintah kenapa selalu ampas!!! Yang kerja orang bawaan sih ,tolong di perbaiki lah !",1,2022-04-20 10:01:39,Google Play Store
Shasha Rose,"saya minta verifikasi sampe 3 kali gagal. terus, padahal nomor ktp,nama dan foto sudah sesuai. mana verifikasi sekalinya 2x24 jam udah 3 hari saya coba. setiap mendaftarkan langsung no ktp dan nama lengkap selalu ""capcha not valid"" dan aplikasi sering error.",2,2022-04-07 05:04:56,Google Play Store
Kris Panji Mukti,"Tolong perbaiki masalah untuk pendaftaran vaksin , nomor ktp dan nama sudah sesuai 100% ko gabisa daftar dengan keterangan nama dan ktp yg tidak sesuai,daftar di vaksin 1 dan 2 tdak ada mslah , untuk yg ke 3 jadi bermsalah seperti ket di atas .",3,2022-04-04 22:29:56,Google Play Store
Dwi Wiharti,"Saya sudah daftar untuk vaksin booster moderna melalui aplikasi jaki dan saya datang sesuai jadwal yg ditetapkan, tapi ketika saya datang vaksin nya tidak ada. Jadi apa guna nya daftar melalui jaki....",1,2022-05-14 07:28:36,Google Play Store
Agum Xsunarya,Kecewa sama buat jadwal vaksinnya. Diaplikasi katanya tersedia tapi pas sampai lokasi katanya ga bisa. Vaksin yg diminta gaada akhirnya capek jauh ga jadi vaksin. Terima kasih aplikasi udh ngerjain saya,1,2022-05-09 12:09:06,Google Play Store
Nur Hasanah,"hallo jaki selamat siang,saya sudah verifikasi sukses tapi knp pas mau daftar ulang vaksin tidak bisa ya,padahal sudah bener nik dan nama sesuai ktp saya,pilihan kategori tidak juga mincul,mohon di tinjau ya,",4,2022-04-08 12:24:03,Google Play Store
Azril Ahmadinedza,"Sangat bagus aplikasi ini, ada masalah yg berhubungan dengan masyarakat setelah di laporkan ke aplikasi jaki sangat responsif.",5,2022-05-19 14:44:28,Google Play Store
Armaita Devie,Bagaimana cara mengganti nama lengkap saya kak? Nama lengkap saya di profil kok tidak bisa di ganti ya kak... Karna nama lengkap saya salah dari sana nya salah.,1,2022-05-20 12:31:00,Google Play Store
Giatnika Giok,"Mantap, masalah status vaksinasi saya di terima dengan baik, dan sudah selesai di atasi, sekarang status vaksinasi saya sudah benar, terima kasih.",5,2022-04-04 13:40:18,Google Play Store
Dadang Saputra,"Tolong ditingkatkan kembali aplikasinya, agar pengguna mudah dalam penggunaan aplikasi tsb. Tampilan UI nya juga sudah bagus untuk ditampilkan di layar.",5,2022-03-08 14:48:26,Google Play Store
Siti Rizky Amalia,"Hai admin.. Kok aplikasi jaki saya tidak bisa untuk SKLM yaa di jaksurvei? ada permintaan untuk login tapi ga ada kolom login nya dan harus sinkron ke Google, padahal sebelum2nya bisa digunakan tanpa kendala.",4,2022-03-11 18:38:14,Google Play Store
Nona Sibuk,"Ini lokasinya ga bisa buka susah banget udah coba beberapa kali tiap hari tapi tetep aja sulit. Mau pilih lokasi aja sulit padalah kalau di liat kuota vaksin masih banyak. Ga bisa apa pake 1 aplikasi yg bisa semunya. Ini pake peduli lindungi trus jaki, belum lagi Bpjs terlalu banyak banget yang harus di pake aplikasinya. Kalau HPnya mendukung kalau ga kan kasian. Terimakasih sudah merepotkan warga Indonesia",1,2022-03-23 12:07:12,Google Play Store
